transaction_id,customer_id,billing_date,store_id,region,item_id,item_name,category,quantity,unit_price,discount,total_amount
T0161,C193,2024-01-01,S002,North,I076,Phone,Furniture,-2,33410,1000,-67820
T0956,C028,2024-02-05,S004,North,I059,TV,Furniture,-2,10971,1000,-22942
T0162,C014,2024-02-05,S003,North,I062,Phone,Electronics,1,13490,0,13490
T0831,C011,01-03-2024,S002,South,I051,Laptop,Furniture,-1,11246,0,-11246
T0792,C100,2024-02-05,S004,West,I022,Phone,,3,48677,1000,145031
T0791,C155,2024-01-01,S001,West,I029,Laptop,Electronics,1,24207,1000,23207
T0523,C083,2024-01-01,S003,East,I042,Chair,Electronics,1,45299,500,44799
T0785,C124,2024-02-05,S004,North,I067,Chair,electronics,-2,15579,1000,-32158
T0270,C102,2024/01/02,S001,West,I020,TV,Electronics,-1,11283,1000,-12283
T0491,C023,2024/01/02,S004,East,I042,Phone,electronics,0,19096,,0
T0207,C148,2024-01-01,S002,North,I072,TV,Electronics,4,28324,1000,112296
T0538,C137,2024/01/02,S002,South,I006,Phone,Furniture,3,10409,0,31227
T0583,C109,01-03-2024,S001,West,I015,TV,electronics,-1,16273,0,-16273
T0059,C077,01-03-2024,S002,West,I022,Chair,,1,10972,500,10472
T0429,C100,2024-02-05,S004,North,I057,Chair,Electronics,2,39900,500,79300
T0984,C145,2024-02-05,S001,South,I086,TV,Furniture,1,32046,,32046
T0656,C141,2024/01/02,S004,South,I030,Phone,Furniture,-1,27524,500,-28024
T0604,C161,2024-01-01,S004,West,I068,Table,electronics,-2,22807,1000,-46614
T0308,C127,2024-02-05,S004,North,I005,Phone,electronics,4,4788,1000,18152
T0519,C057,01-03-2024,S002,East,I064,TV,electronics,-1,12954,,-12954
T0590,C075,2024-02-05,S002,West,I058,Phone,,0,37654,0,0
T0026,C149,2024-02-05,S004,South,I027,Laptop,,3,3781,1000,10343
T0685,C197,01-03-2024,S003,East,I017,Phone,,3,21713,1000,64139
T0561,C035,2024-01-01,S004,North,I087,Chair,Electronics,2,19979,,39958
T0198,C172,2024-02-05,S004,South,I076,Chair,,2,41724,0,83448
T0386,C163,2024-02-05,S001,East,I096,Laptop,electronics,1,6178,500,5678
T0348,C021,2024-02-05,S004,West,I009,Phone,Furniture,-1,48730,1000,-49730
T0959,C126,2024/01/02,S002,South,I006,Table,Furniture,3,45561,0,136683
T0939,C079,2024-02-05,S001,North,I036,Phone,electronics,-2,46141,,-92282
T0692,C188,01-03-2024,S003,South,I095,Chair,,0,31456,,0
T0535,C099,2024-01-01,S001,West,I044,Chair,,1,28041,0,28041
T0827,C183,2024-01-01,S003,North,I085,TV,electronics,-1,1516,,-1516
T0377,C095,01-03-2024,S001,West,I015,Chair,Furniture,-2,19592,500,-39684
T0898,C160,2024/01/02,S001,East,I087,TV,Electronics,-1,25525,0,-25525
T0915,C172,01-03-2024,S003,South,I013,Chair,Furniture,-2,33775,500,-68050
T0557,C163,2024-01-01,S002,West,I010,Chair,,4,8607,,34428
T0526,C147,01-03-2024,S002,East,I082,Table,Furniture,-1,13673,500,-14173
T0152,C017,2024/01/02,S002,North,I086,TV,,-1,28798,500,-29298
T0733,C037,2024-01-01,S001,North,I033,TV,Furniture,4,42578,500,169812
T0205,C194,2024/01/02,S004,East,I059,Chair,electronics,3,18418,500,54754
T0454,C150,01-03-2024,S001,East,I012,TV,,1,38819,0,38819
T0272,C108,2024-02-05,S004,North,I038,Chair,Electronics,-1,4444,,-4444
T0893,C122,01-03-2024,S004,West,I043,Chair,Electronics,-1,31092,,-31092
T0235,C143,2024/01/02,S002,East,I027,Phone,electronics,1,40294,1000,39294
T0851,C186,01-03-2024,S004,West,I039,TV,Furniture,1,10093,500,9593
T0739,C196,2024-02-05,S001,North,I015,Laptop,electronics,2,39202,500,77904
T0520,C195,2024/01/02,S001,West,I049,TV,electronics,2,19106,1000,37212
T0677,C148,01-03-2024,S002,West,I027,TV,Electronics,3,9148,1000,26444
T0943,C103,2024/01/02,S003,East,I067,Table,Electronics,1,22049,500,21549
T0955,C197,2024/01/02,S001,West,I091,Laptop,,4,10168,,40672
T0830,C139,2024-01-01,S004,West,I059,Laptop,,0,18009,1000,-1000
T0725,C143,2024-01-01,S001,West,I011,Table,,3,31435,500,93805
T0500,C080,2024/01/02,S001,North,I015,Table,electronics,-2,34284,,-68568
T0116,C086,01-03-2024,S001,North,I052,TV,electronics,1,1894,0,1894
T0385,C141,01-03-2024,S003,South,I053,Phone,,2,27741,1000,54482
T0343,C060,01-03-2024,S004,North,I048,Table,Electronics,-1,2820,1000,-3820
T0583,C198,2024-02-05,S002,North,I035,Laptop,Electronics,1,6926,,6926
T0394,C045,2024/01/02,S001,South,I061,Laptop,Furniture,1,28880,0,28880
T0063,C031,2024/01/02,S004,South,I083,TV,,2,39663,,79326
T0716,C014,2024-02-05,S004,East,I025,Phone,electronics,2,37944,1000,74888
T0720,C043,2024/01/02,S002,East,I055,Chair,Furniture,0,48330,0,0
T0071,C144,2024/01/02,S001,North,I089,Table,Furniture,3,6469,500,18907
T0788,C168,2024-02-05,S003,West,I021,Table,Furniture,2,41412,1000,81824
T0273,C053,2024-01-01,S004,East,I072,TV,,2,44291,,88582
T0989,C043,2024/01/02,S002,East,I068,Phone,,2,42487,,84974
T0319,C097,2024-02-05,S003,North,I080,Laptop,,3,5926,,17778
T0337,C004,01-03-2024,S004,West,I048,Laptop,Electronics,-1,2292,,-2292
T0365,C108,2024-01-01,S001,South,I097,Chair,Furniture,1,20020,,20020
T0494,C026,01-03-2024,S004,South,I001,Laptop,Electronics,1,48118,1000,47118
T0606,C115,2024/01/02,S003,North,I052,Table,,2,23783,0,47566
T0165,C086,2024-01-01,S003,North,I006,Chair,Electronics,4,25792,,103168
T0543,C103,2024-02-05,S001,West,I099,Phone,Electronics,4,35188,,140752
T0010,C122,2024/01/02,S001,North,I076,Chair,electronics,3,24355,500,72565
T0300,C078,2024-02-05,S002,North,I019,Phone,,0,17017,500,-500
T0728,C042,2024-01-01,S001,North,I093,Laptop,Furniture,2,9509,0,19018
T0800,C096,01-03-2024,S002,West,I029,TV,,3,15629,1000,45887
T0101,C030,2024/01/02,S003,North,I074,Chair,Electronics,3,14895,1000,43685
T0424,C098,2024/01/02,S003,East,I094,Chair,,0,11280,0,0
T0391,C016,2024-02-05,S004,West,I066,Table,,3,48238,0,144714
T0778,C082,2024-01-01,S004,East,I058,Table,electronics,1,21835,0,21835
T0213,C109,2024-02-05,S002,West,I065,Phone,electronics,0,18463,,0
T0690,C181,2024-01-01,S001,East,I002,TV,,0,18560,1000,-1000
T0087,C189,2024/01/02,S001,West,I055,Table,electronics,-2,44136,0,-88272
T0552,C031,2024-01-01,S004,South,I078,Table,Electronics,0,10236,500,-500
T0400,C167,2024/01/02,S003,North,I016,Laptop,Electronics,0,11391,,0
T0587,C140,2024-01-01,S002,North,I051,Laptop,Electronics,-1,39109,,-39109
T0888,C034,01-03-2024,S003,West,I006,Table,electronics,1,12649,,12649
T0045,C132,2024-01-01,S003,East,I004,Phone,,2,12121,,24242
T0671,C028,01-03-2024,S001,South,I097,TV,Electronics,-2,4214,0,-8428
T0462,C069,2024-01-01,S002,East,I096,Table,Furniture,0,47215,,0
T0591,C152,2024-01-01,S003,North,I053,Phone,Electronics,-1,2684,500,-3184
T0309,C094,2024-02-05,S004,North,I060,Phone,,-1,9840,500,-10340
T0085,C021,2024-02-05,S004,East,I015,Table,Electronics,3,34356,0,103068
T0091,C193,2024/01/02,S001,West,I066,Phone,Furniture,2,20143,,40286
T0659,C172,2024-02-05,S004,West,I058,Chair,Electronics,2,30843,500,61186
T0672,C068,2024-01-01,S004,East,I046,Phone,Electronics,4,13419,1000,52676
T0713,C088,2024-02-05,S003,North,I047,Table,,1,33095,,33095
T0935,C071,2024-01-01,S004,East,I063,Phone,Electronics,4,20955,0,83820
T0927,C128,01-03-2024,S004,North,I049,Table,Electronics,3,5342,1000,15026
T0241,C171,2024-01-01,S003,East,I084,Laptop,electronics,0,46269,,0
T0864,C086,2024/01/02,S001,West,I040,Table,,-1,24107,1000,-25107
T0001,C095,01-03-2024,S001,South,I071,Phone,,-2,29507,,-59014
T0224,C074,2024/01/02,S002,North,I021,Table,,1,14950,,14950
T0800,C166,2024/01/02,S004,South,I053,TV,,0,21412,500,-500
T0744,C053,2024/01/02,S003,West,I004,Table,Electronics,3,14194,1000,41582
T0972,C087,2024-02-05,S002,East,I016,Table,Furniture,2,49045,1000,97090
T0925,C156,2024/01/02,S001,West,I077,TV,Furniture,3,40183,0,120549
T0928,C053,01-03-2024,S001,South,I040,TV,electronics,0,48614,0,0
T0588,C015,2024-01-01,S003,West,I091,TV,Electronics,3,13088,1000,38264
T0115,C098,2024/01/02,S002,West,I094,Chair,,2,13298,500,26096
T0665,C019,01-03-2024,S002,East,I080,Table,,0,798,500,-500
T0917,C045,2024/01/02,S003,South,I034,TV,Furniture,-2,537,,-1074
T0102,C194,2024-01-01,S003,South,I039,TV,electronics,4,22303,0,89212
T0193,C192,01-03-2024,S002,South,I021,Laptop,Electronics,1,16095,0,16095
T0165,C126,01-03-2024,S001,North,I047,Chair,electronics,3,39048,0,117144
T0870,C057,2024-01-01,S004,West,I052,Table,Electronics,2,9976,,19952
T0089,C180,01-03-2024,S001,South,I092,Phone,electronics,-2,18637,500,-37774
T0685,C110,2024-01-01,S003,West,I009,Chair,electronics,-1,13002,0,-13002
T0121,C128,01-03-2024,S002,East,I017,Chair,,-2,22859,,-45718
T0142,C080,01-03-2024,S002,East,I098,Laptop,Furniture,-2,27590,1000,-56180
T0993,C193,2024-01-01,S004,North,I079,Table,,-2,21620,500,-43740
T0105,C156,2024-01-01,S002,North,I048,Table,Furniture,2,5378,1000,9756
T0886,C083,01-03-2024,S004,East,I070,TV,electronics,-1,33827,0,-33827
T0427,C069,01-03-2024,S001,South,I029,TV,Electronics,1,10131,,10131
T0304,C007,2024-01-01,S001,East,I018,Chair,,-2,24953,500,-50406
T0871,C028,2024-02-05,S002,West,I054,Laptop,Electronics,2,20704,0,41408
T0970,C111,2024-01-01,S002,North,I059,Table,,2,40455,500,80410
T0316,C178,01-03-2024,S003,North,I086,Laptop,,1,26019,,26019
T0962,C160,01-03-2024,S003,East,I071,Phone,,4,21254,,85016
T0634,C130,01-03-2024,S002,South,I080,Table,Electronics,0,9006,0,0
T0901,C187,2024-01-01,S002,South,I020,TV,,-1,14398,500,-14898
T0008,C162,01-03-2024,S001,West,I025,Chair,,-1,42565,,-42565
T0773,C196,2024-02-05,S002,North,I027,Laptop,,3,1447,500,3841
T0072,C107,2024/01/02,S003,East,I038,TV,Electronics,-2,5108,500,-10716
T0358,C108,2024-02-05,S001,East,I032,Chair,,0,24653,1000,-1000
T0222,C019,2024-01-01,S004,North,I039,TV,Electronics,4,27118,0,108472
T0415,C072,01-03-2024,S003,East,I082,Table,Furniture,-1,4968,0,-4968
T0552,C166,2024-01-01,S003,North,I028,Laptop,,4,31005,500,123520
T0369,C003,2024/01/02,S001,South,I019,Phone,electronics,3,4060,1000,11180
T0715,C018,2024-01-01,S004,South,I019,TV,Furniture,-2,10044,500,-20588
T0263,C101,01-03-2024,S003,East,I073,Laptop,Electronics,0,2605,0,0
T0839,C172,2024/01/02,S002,South,I011,Table,electronics,2,23859,0,47718
T0689,C170,2024/01/02,S003,South,I096,TV,Electronics,-2,18221,500,-36942
T0859,C140,01-03-2024,S001,West,I024,Table,Electronics,0,45229,500,-500
T0317,C140,01-03-2024,S001,North,I024,Phone,,1,48711,500,48211
T0083,C187,01-03-2024,S001,North,I003,Phone,electronics,-1,19163,0,-19163
T0317,C184,2024-01-01,S003,East,I003,Chair,Electronics,4,31659,500,126136
T0110,C085,2024-02-05,S004,North,I008,Chair,Furniture,-2,5860,500,-12220
T0250,C051,2024-01-01,S002,West,I014,Chair,,3,41971,,125913
T0382,C110,2024-01-01,S001,East,I025,Table,Furniture,2,13181,0,26362
T0006,C180,2024-02-05,S004,East,I078,Chair,Furniture,3,48653,500,145459
T0458,C108,01-03-2024,S002,North,I089,Laptop,,4,33226,1000,131904
T0083,C085,01-03-2024,S001,South,I091,Table,Electronics,-2,31061,0,-62122
T0207,C042,2024-02-05,S002,South,I070,Table,Furniture,-1,38821,500,-39321
T0899,C199,2024-02-05,S002,South,I031,Chair,Electronics,-1,33944,500,-34444
T0389,C199,2024-01-01,S004,South,I075,Chair,Electronics,0,14188,,0
T0313,C041,2024/01/02,S002,West,I098,Table,,3,7336,,22008
T0021,C089,2024-02-05,S001,East,I051,Phone,Furniture,3,38539,0,115617
T0409,C114,2024-01-01,S004,South,I031,Phone,Furniture,2,22248,,44496
T0894,C025,2024/01/02,S003,West,I008,Chair,,4,37842,,151368
T0514,C150,01-03-2024,S003,East,I077,Phone,Electronics,0,36395,0,0
T0126,C042,01-03-2024,S004,North,I012,Laptop,Electronics,2,45160,1000,89320
T0808,C076,2024-01-01,S003,North,I055,Laptop,,-2,42664,500,-85828
T0699,C155,2024-01-01,S002,West,I043,Laptop,Electronics,-2,33943,500,-68386
T0873,C136,2024-02-05,S001,East,I096,Table,Electronics,3,20532,,61596
T0013,C019,01-03-2024,S002,South,I095,Table,Furniture,4,16812,500,66748
T0970,C183,2024-01-01,S004,East,I082,Table,Electronics,0,14533,,0
T0977,C038,01-03-2024,S001,South,I029,Table,Electronics,4,27908,0,111632
T0011,C178,01-03-2024,S004,West,I015,Table,Electronics,1,36345,0,36345
T0086,C011,2024-02-05,S004,South,I011,Chair,Electronics,-1,39992,0,-39992
T0523,C182,2024/01/02,S004,West,I073,Phone,,4,17486,500,69444
T0908,C010,2024-02-05,S002,East,I065,Chair,,0,25252,,0
T0536,C153,2024-01-01,S001,East,I017,Phone,,4,25002,,100008
T0300,C041,2024-02-05,S001,South,I012,Chair,Electronics,0,32762,500,-500
T0242,C154,2024-02-05,S001,East,I092,Laptop,,-2,14802,0,-29604
T0121,C010,01-03-2024,S002,South,I023,TV,electronics,-1,35689,1000,-36689
T0146,C037,2024-02-05,S003,East,I011,Table,electronics,4,42525,,170100
T0566,C097,2024-01-01,S002,North,I059,TV,electronics,4,44285,,177140
T0749,C170,2024/01/02,S002,South,I059,TV,Furniture,4,26957,500,107328
T0355,C018,2024-02-05,S004,West,I092,Laptop,Electronics,0,45807,1000,-1000
T0684,C191,2024-02-05,S001,North,I085,TV,Furniture,4,18864,0,75456
T0903,C133,2024/01/02,S001,West,I099,TV,,-2,8786,,-17572
T0732,C173,2024-01-01,S003,East,I000,Laptop,Electronics,-2,2516,500,-5532
T0630,C115,2024-01-01,S003,North,I042,Phone,electronics,3,25829,1000,76487
T0308,C112,2024-02-05,S004,East,I054,Chair,Electronics,3,32771,500,97813
T0694,C169,01-03-2024,S001,South,I039,TV,Furniture,0,2242,1000,-1000
T0287,C064,2024-02-05,S003,West,I063,Table,,0,19872,500,-500
T0306,C098,2024/01/02,S003,East,I033,Laptop,,-2,25477,1000,-51954
T0811,C071,2024/01/02,S001,West,I033,TV,Furniture,3,43102,,129306
T0593,C186,2024/01/02,S002,West,I047,Phone,Electronics,4,307,1000,228
T0965,C051,2024-02-05,S003,East,I032,Phone,Furniture,4,10946,0,43784
T0913,C117,2024-02-05,S001,South,I067,Table,,0,41532,,0
T0722,C174,2024-01-01,S003,West,I029,TV,electronics,-1,21611,0,-21611
T0661,C119,01-03-2024,S004,East,I083,Table,,-2,24811,,-49622
T0548,C006,2024-02-05,S003,South,I089,Phone,,-2,48114,1000,-97228
T0351,C010,2024-01-01,S001,East,I078,Phone,Electronics,0,37224,,0
T0311,C102,2024-02-05,S003,South,I070,Chair,electronics,0,25846,500,-500
T0872,C060,2024-01-01,S004,West,I070,Phone,,0,6124,1000,-1000
T0058,C067,2024-01-01,S004,North,I028,Laptop,electronics,4,30492,500,121468
T0642,C152,01-03-2024,S003,East,I022,Chair,Furniture,4,40473,500,161392
T0923,C139,2024-02-05,S003,West,I033,Table,Electronics,-1,34304,500,-34804
T0713,C153,2024-01-01,S004,East,I083,Phone,electronics,-2,44631,500,-89762
T0754,C101,2024/01/02,S004,East,I014,Laptop,electronics,1,22859,0,22859
T0034,C109,2024/01/02,S002,South,I096,Chair,Electronics,-1,26824,1000,-27824
T0444,C139,2024/01/02,S002,East,I052,Laptop,Furniture,-1,45872,500,-46372
T0092,C170,01-03-2024,S004,South,I016,Chair,electronics,4,41566,0,166264
T0949,C050,2024-01-01,S003,West,I063,Chair,Electronics,3,10897,,32691
T0958,C116,01-03-2024,S001,East,I083,Chair,,-2,25121,500,-50742
T0206,C164,2024-02-05,S003,West,I060,Table,Electronics,4,35649,500,142096
T0352,C045,2024-02-05,S003,North,I056,Chair,,1,33311,0,33311
T0902,C052,2024-01-01,S002,West,I076,Chair,electronics,-2,49369,,-98738
T0331,C087,2024/01/02,S002,East,I087,Laptop,electronics,-1,42600,,-42600
T0816,C120,2024-01-01,S002,North,I036,Chair,electronics,0,43830,0,0
T0861,C012,2024-01-01,S004,South,I006,Table,Furniture,-2,33434,500,-67368
T0724,C088,2024-01-01,S004,North,I007,Laptop,Furniture,-2,20086,1000,-41172
T0158,C124,01-03-2024,S003,East,I086,Chair,,0,18420,0,0
T0953,C117,2024-02-05,S003,East,I077,Laptop,Electronics,1,37051,1000,36051
T0956,C053,2024-01-01,S001,West,I067,Table,,1,40794,500,40294
T0023,C184,2024-01-01,S003,South,I020,Laptop,Electronics,-2,42712,500,-85924
T0403,C115,2024-01-01,S003,East,I060,Table,electronics,4,38669,,154676
T0804,C117,01-03-2024,S002,East,I073,Phone,Electronics,0,46664,500,-500
T0515,C003,01-03-2024,S002,South,I085,Chair,Furniture,3,16121,,48363
T0731,C074,01-03-2024,S002,South,I093,Table,Electronics,-2,21299,,-42598
T0363,C048,2024-01-01,S002,West,I093,Chair,Electronics,0,5600,500,-500
T0381,C006,2024/01/02,S002,North,I079,Table,electronics,-1,29766,,-29766
T0531,C109,2024/01/02,S001,South,I074,TV,electronics,3,5502,500,16006
T0955,C121,2024/01/02,S001,East,I085,TV,Furniture,0,23471,,0
T0151,C010,2024-02-05,S001,South,I028,TV,Electronics,4,37649,,150596
T0561,C091,2024-01-01,S002,East,I024,Table,Electronics,-2,35554,500,-71608
T0688,C181,2024/01/02,S004,West,I057,Chair,Electronics,2,15615,1000,30230
T0946,C172,2024/01/02,S002,North,I013,TV,electronics,1,17687,0,17687
T0607,C022,2024/01/02,S002,West,I077,Chair,Furniture,-2,37924,500,-76348
T0616,C027,2024-01-01,S001,South,I065,Table,Electronics,0,43997,,0
T0419,C110,2024/01/02,S002,East,I053,Chair,Electronics,3,7157,0,21471
T0249,C056,2024/01/02,S001,South,I076,Chair,Electronics,3,12199,1000,35597
T0116,C025,2024-01-01,S002,South,I066,TV,Electronics,0,48723,500,-500
T0865,C152,2024-02-05,S003,South,I029,Laptop,Furniture,1,46446,,46446
T0511,C053,01-03-2024,S004,South,I017,Phone,Furniture,-2,22197,,-44394
T0739,C028,2024/01/02,S004,North,I053,Table,Furniture,3,5283,500,15349
T0577,C096,01-03-2024,S001,East,I099,Table,electronics,3,20563,,61689
T0334,C163,2024-02-05,S003,South,I020,Table,Electronics,2,49194,0,98388
T0417,C013,2024-02-05,S004,East,I052,Phone,Electronics,-1,31160,,-31160
T0931,C077,2024/01/02,S001,North,I082,Laptop,Electronics,2,16796,0,33592
T0773,C034,2024-01-01,S002,East,I015,Chair,Electronics,-1,8454,0,-8454
T0294,C029,2024-02-05,S002,East,I027,Table,,3,18012,500,53536
T0937,C091,01-03-2024,S003,North,I003,Chair,Furniture,-1,45448,,-45448
T0754,C016,01-03-2024,S004,South,I054,TV,,-2,29461,0,-58922
T0370,C194,01-03-2024,S002,East,I014,TV,,3,21980,,65940
T0185,C157,01-03-2024,S001,West,I063,TV,electronics,3,42625,0,127875
T0245,C092,2024-02-05,S002,East,I064,Table,electronics,-1,15860,1000,-16860
T0636,C172,2024/01/02,S002,South,I015,Phone,Electronics,0,4868,500,-500
T0267,C078,2024/01/02,S004,West,I019,Table,,-1,24051,500,-24551
T0642,C109,01-03-2024,S004,South,I063,TV,,-1,33266,500,-33766
T0236,C178,2024/01/02,S001,East,I032,TV,Furniture,1,48112,0,48112
T0529,C101,01-03-2024,S003,North,I080,Table,,1,17531,1000,16531
T0551,C105,01-03-2024,S003,South,I068,Phone,electronics,-2,18426,0,-36852
T0020,C046,2024-01-01,S002,South,I068,Phone,,-2,27806,500,-56112
T0910,C180,2024-02-05,S001,North,I057,Chair,electronics,0,33107,0,0
T0736,C063,2024-02-05,S003,East,I038,Laptop,Electronics,1,27034,500,26534
T0866,C165,01-03-2024,S003,South,I076,TV,electronics,2,39332,,78664
T0793,C063,2024-02-05,S002,East,I035,Phone,Electronics,-2,33539,0,-67078
T0519,C086,2024/01/02,S001,East,I093,TV,Furniture,-2,32324,,-64648
T0099,C006,01-03-2024,S003,East,I067,Laptop,Electronics,1,24403,0,24403
T0751,C021,2024-01-01,S004,North,I086,TV,,1,35329,500,34829
T0477,C080,2024/01/02,S004,East,I020,Phone,electronics,0,28069,,0
T0598,C168,2024-01-01,S002,East,I062,Chair,Electronics,1,20632,0,20632
T0297,C073,2024-01-01,S002,West,I084,Table,Electronics,4,33955,500,135320
T0939,C137,2024-02-05,S002,West,I005,Table,Electronics,-1,6876,0,-6876
T0525,C184,2024-02-05,S002,West,I023,Phone,Electronics,3,9434,,28302
T0333,C134,01-03-2024,S003,South,I052,Phone,Electronics,2,37992,0,75984
T0001,C124,2024-02-05,S001,South,I094,Laptop,Electronics,3,28584,0,85752
T0374,C049,2024-01-01,S002,West,I082,TV,electronics,-1,28931,,-28931
T0292,C051,2024-01-01,S002,North,I075,Laptop,,4,45019,500,179576
T0836,C160,2024/01/02,S003,North,I077,Table,,4,49393,0,197572
T0933,C000,2024-01-01,S002,West,I049,TV,Electronics,-1,49648,0,-49648
T0552,C180,01-03-2024,S002,South,I011,Laptop,electronics,3,23765,1000,70295
T0317,C187,01-03-2024,S001,South,I055,Table,Electronics,-1,29305,1000,-30305
T0501,C161,2024-02-05,S004,North,I014,TV,Furniture,-2,7154,500,-14808
T0827,C003,2024-02-05,S002,East,I082,Chair,,4,43568,,174272
T0380,C144,2024-02-05,S003,North,I091,Chair,Electronics,3,1128,500,2884
T0622,C131,01-03-2024,S001,East,I039,Laptop,electronics,-1,10468,500,-10968
T0013,C170,2024-01-01,S003,South,I040,Phone,,-2,21535,500,-43570
T0503,C003,2024-02-05,S001,South,I068,TV,electronics,1,17154,0,17154
T0230,C000,2024/01/02,S001,West,I068,Laptop,Furniture,4,48990,0,195960
T0984,C070,2024-02-05,S002,South,I005,Phone,Electronics,2,37462,500,74424
T0083,C177,01-03-2024,S002,East,I086,Phone,Furniture,2,14711,500,28922
T0129,C188,2024-02-05,S002,North,I066,TV,,-1,13494,1000,-14494
T0742,C034,2024-01-01,S004,West,I032,TV,Electronics,2,34723,,69446
T0837,C007,2024-02-05,S004,East,I042,Phone,,-2,49187,500,-98874
T0144,C151,01-03-2024,S003,North,I020,Table,Electronics,1,30848,1000,29848
T0890,C035,01-03-2024,S002,North,I083,Laptop,electronics,-1,31824,500,-32324
T0856,C177,2024/01/02,S004,North,I064,TV,,0,47853,,0
T0027,C122,01-03-2024,S002,South,I016,Phone,Furniture,3,43138,500,128914
T0065,C042,2024/01/02,S004,North,I092,Table,Furniture,4,26682,,106728
T0162,C026,2024-01-01,S004,South,I007,Chair,electronics,2,13697,0,27394
T0228,C031,01-03-2024,S001,North,I063,Phone,electronics,2,9980,,19960
T0260,C077,2024-02-05,S002,North,I089,Table,Furniture,-1,20915,500,-21415
T0448,C120,2024-01-01,S002,South,I027,Chair,electronics,3,17053,1000,50159
T0423,C145,2024-02-05,S004,South,I097,Table,Electronics,3,22940,0,68820
T0459,C155,2024-02-05,S002,East,I089,TV,Furniture,2,12986,1000,24972
T0951,C156,2024-02-05,S004,North,I012,Phone,,2,12066,500,23632
T0675,C015,2024-01-01,S002,South,I012,Chair,Furniture,0,25540,0,0
T0300,C098,2024-01-01,S001,East,I037,Table,electronics,3,6614,1000,18842
T0918,C046,01-03-2024,S002,East,I024,Chair,Electronics,-2,37768,500,-76036
T0302,C186,2024-02-05,S001,South,I061,Laptop,,4,45469,1000,180876
T0286,C030,2024/01/02,S003,North,I022,Phone,Furniture,-1,49279,,-49279
T0394,C003,01-03-2024,S002,East,I085,TV,Furniture,-1,48169,,-48169
T0009,C164,2024-01-01,S002,North,I020,Chair,,0,5449,500,-500
T0706,C016,2024/01/02,S002,North,I053,Table,Electronics,4,1129,1000,3516
T0629,C038,2024-01-01,S001,East,I062,Chair,electronics,0,6716,500,-500
T0269,C047,2024/01/02,S002,South,I029,Table,electronics,-2,34864,1000,-70728
T0591,C173,01-03-2024,S002,North,I074,Chair,electronics,1,25924,0,25924
T0969,C175,2024/01/02,S004,West,I067,TV,electronics,-1,26812,500,-27312
T0604,C038,01-03-2024,S003,South,I096,TV,,3,48561,500,145183
T0777,C131,2024-01-01,S001,East,I075,Phone,Electronics,4,18571,1000,73284
T0843,C029,2024/01/02,S004,West,I072,TV,Electronics,2,25356,500,50212
T0861,C157,2024-02-05,S001,North,I031,Chair,Furniture,4,33242,0,132968
T0360,C021,2024-02-05,S004,South,I074,Chair,Furniture,-2,44429,1000,-89858
T0256,C065,2024-01-01,S003,West,I023,TV,Electronics,-1,3145,1000,-4145
T0132,C107,2024/01/02,S004,South,I006,Laptop,Furniture,3,14828,1000,43484
T0275,C011,2024-02-05,S001,North,I071,Chair,Electronics,-2,29813,0,-59626
T0775,C035,01-03-2024,S002,South,I096,Phone,,1,13938,0,13938
T0682,C017,2024/01/02,S002,West,I088,Laptop,,3,22759,500,67777
T0971,C089,2024/01/02,S003,South,I000,TV,electronics,-1,38817,1000,-39817
T0512,C180,2024-02-05,S001,East,I002,Table,Electronics,4,33673,0,134692
T0312,C198,01-03-2024,S001,East,I027,Chair,,2,6452,,12904
T0575,C000,01-03-2024,S001,West,I042,Table,Electronics,3,39338,500,117514
T0885,C126,01-03-2024,S003,South,I096,Phone,Furniture,-1,23130,0,-23130
T0979,C185,2024/01/02,S002,West,I045,Laptop,Electronics,-2,33146,0,-66292
T0283,C089,2024-01-01,S004,South,I000,Table,electronics,1,1505,0,1505
T0120,C086,2024/01/02,S003,North,I037,Phone,electronics,3,41847,500,125041
T0106,C089,2024/01/02,S004,East,I090,Table,,-2,7250,0,-14500
T0932,C133,2024-02-05,S002,North,I034,Table,Furniture,-2,29723,0,-59446
T0686,C069,2024-01-01,S003,South,I073,Phone,Furniture,0,17816,,0
T0996,C043,01-03-2024,S002,North,I075,Chair,Electronics,-2,8165,,-16330
T0203,C199,2024-02-05,S004,West,I073,Table,Furniture,4,12664,,50656
T0164,C151,2024/01/02,S001,West,I053,Phone,electronics,3,19631,0,58893
T0304,C085,2024-01-01,S001,South,I097,Table,,1,40860,,40860
T0496,C018,01-03-2024,S004,East,I023,Chair,,2,3549,1000,6098
T0631,C100,01-03-2024,S001,West,I027,Phone,,0,33300,,0
T0555,C145,2024/01/02,S004,East,I021,Table,Furniture,-2,33877,,-67754
T0823,C094,01-03-2024,S003,South,I015,TV,Furniture,3,7379,0,22137
T0155,C100,01-03-2024,S003,East,I012,Chair,electronics,4,44909,1000,178636
T0366,C029,2024-01-01,S003,South,I099,Table,Electronics,4,5291,,21164
T0718,C169,2024-02-05,S001,North,I099,Laptop,Electronics,4,8608,0,34432
T0901,C032,2024-01-01,S002,South,I061,Phone,,-1,48248,1000,-49248
T0619,C011,2024-02-05,S001,North,I042,Table,,0,5407,,0
T0250,C117,2024-02-05,S001,South,I086,Chair,Furniture,1,4316,0,4316
T0956,C093,2024-02-05,S002,West,I077,Chair,,-1,1465,1000,-2465
